date,title,category,price,rating
31-03-2026,The Red Tent,Historical Fiction,35.66,5
31-03-2026,The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,37.19,3
31-03-2026,The Purest Hook (Second Circle Tattoos #3),Romance,12.25,1
31-03-2026,The Picture of Dorian Gray,Classics,29.7,2
31-03-2026,The Paris Wife,Default,36.8,3
31-03-2026,The Obsession,Romance,45.43,1
31-03-2026,The Nightingale,Fiction,26.26,4
31-03-2026,The New Guy (and Other Senior Year Distractions),Young Adult,44.92,3
31-03-2026,The Nanny Diaries (Nanny #1),Womens Fiction,52.53,5
31-03-2026,The Name of God is Mercy,Nonfiction,37.25,2
31-03-2026,The Maze Runner (The Maze Runner #1),Default,20.93,1
31-03-2026,The Lover's Dictionary,Default,58.09,2
31-03-2026,The Lonely Ones,Childrens,43.59,5
31-03-2026,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,3
31-03-2026,The Last Painting of Sara de Vos,Historical Fiction,55.55,2
31-03-2026,"The Land of 10,000 Madonnas",Young Adult,29.64,4
31-03-2026,The Infinities,Fiction,27.41,1
31-03-2026,The Husband's Secret,Fiction,52.51,5
31-03-2026,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,47.8,3
31-03-2026,The Guns of August,History,14.54,2
31-03-2026,The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,49.53,1
31-03-2026,The Goldfinch,Default,43.58,3
31-03-2026,The Giver (The Giver Quartet #1),Default,12.3,1
31-03-2026,The Girl with All the Gifts,Horror,49.47,3
31-03-2026,The Girl Who Played with Fire (Millennium Trilogy #2),Default,22.14,2
31-03-2026,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,57.48,1
31-03-2026,The Exiled,Mystery,43.45,3
31-03-2026,"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,22.13,4
31-03-2026,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,13.03,4
31-03-2026,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,57.35,5
31-03-2026,The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,44.29,1
31-03-2026,The Demon-Haunted World: Science as a Candle in the Dark,Default,52.25,4
31-03-2026,The Day the Crayons Came Home (Crayons),Childrens,26.33,5
31-03-2026,The Da Vinci Code (Robert Langdon #2),Fiction,22.96,2
31-03-2026,The Cuckoo's Calling (Cormoran Strike #1),Mystery,19.21,1
31-03-2026,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,26.78,4
31-03-2026,The Complete Poems,Add a comment,41.32,5
31-03-2026,The Catcher in the Rye,Add a comment,24.55,1
31-03-2026,The Cat in the Hat (Beginner Books B-1),Childrens,16.26,2
31-03-2026,The Case for Christ (Cases for Christianity),Add a comment,47.84,1
31-03-2026,The Book Thief,Default,53.49,2
31-03-2026,The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,44.84,5
31-03-2026,The Blind Side: Evolution of a Game,Add a comment,53.71,5
31-03-2026,The Autobiography of Malcolm X,Default,23.43,2
31-03-2026,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,3
31-03-2026,The Art of Fielding,Fiction,22.1,1
31-03-2026,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,25.83,2
31-03-2026,Stiff: The Curious Lives of Human Cadavers,Nonfiction,36.74,3
31-03-2026,Spilled Milk: Based on a True Story,Nonfiction,49.51,1
31-03-2026,Something Borrowed (Darcy & Rachel #1),Womens Fiction,48.96,5
31-03-2026,Something Blue (Darcy & Rachel #2),Womens Fiction,54.62,1
31-03-2026,Soldier (Talon #3),Fantasy,24.72,2
31-03-2026,Shopaholic & Baby (Shopaholic #5),Default,46.45,2
31-03-2026,Seven Days in the Art World,Add a comment,52.33,2
31-03-2026,Seven Brief Lessons on Physics,Science,30.6,4
31-03-2026,Scarlet (The Lunar Chronicles #2),Young Adult,14.57,4
31-03-2026,Sarah's Key,Add a comment,46.29,1
31-03-2026,"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,21.57,5
31-03-2026,Running with Scissors,Autobiography,12.91,4
31-03-2026,Rogue Lawyer (Rogue Lawyer #1),Add a comment,50.11,3
31-03-2026,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,41.67,4
31-03-2026,Rework,Business,44.88,2
31-03-2026,Reservations for Two,Romance,11.1,3
31-03-2026,Red: The True Story of Red Riding Hood,Childrens,28.54,3
31-03-2026,Ready Player One,Science Fiction,19.07,4
31-03-2026,Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,43.55,1
31-03-2026,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,43.63,3
31-03-2026,Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,39.13,1
31-03-2026,Packing for Mars: The Curious Science of Life in the Void,Default,56.68,2
31-03-2026,Outliers: The Story of Success,Nonfiction,14.16,1
31-03-2026,Original Fake,Sequential Art,31.45,3
31-03-2026,Orange Is the New Black,Default,24.61,2
31-03-2026,One for the Money (Stephanie Plum #1),Default,32.87,2
31-03-2026,Notes from a Small Island (Notes From a Small Island #1),Nonfiction,40.17,1
31-03-2026,Night (The Night Trilogy #1),Nonfiction,13.51,1
31-03-2026,Neither Here nor There: Travels in Europe,Travel,38.95,3
31-03-2026,Naked,Humor,31.69,3
31-03-2026,Morning Star (Red Rising #3),Default,29.4,1
31-03-2026,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,57.83,1
31-03-2026,Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,55.46,2
31-03-2026,Me Talk Pretty One Day,Autobiography,57.6,2
31-03-2026,Manuscript Found in Accra,Add a comment,34.98,2
31-03-2026,Lust & Wonder,Autobiography,11.87,2
31-03-2026,Lila (Gilead #3),Fiction,12.47,3
31-03-2026,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,33.26,2
31-03-2026,Life Without a Recipe,Autobiography,59.04,5
31-03-2026,Life After Life,Default,26.13,2
31-03-2026,Letter to a Christian Nation,Nonfiction,22.2,1
31-03-2026,Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,45.11,1
31-03-2026,Legend (Legend #1),Young Adult,43.69,4
31-03-2026,"Lean In: Women, Work, and the Will to Lead",Default,25.02,1
31-03-2026,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,55.5,5
31-03-2026,Lady Renegades (Rebel Belle #3),Young Adult,53.04,5
31-03-2026,Jurassic Park (Jurassic Park #1),Fiction,44.97,1
31-03-2026,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,42.38,1
31-03-2026,Is Everyone Hanging Out Without Me? (And Other Concerns),Default,20.11,3
31-03-2026,Into the Wild,Nonfiction,56.7,5
31-03-2026,Inferno (Robert Langdon #4),Fiction,41.0,5
31-03-2026,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,28.85,3
31-03-2026,If I Run (If I Run #1),Christian Fiction,49.97,4
31-03-2026,I've Got Your Number,Womens Fiction,19.69,1
31-03-2026,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,28.88,2
31-03-2026,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,33.14,3
31-03-2026,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,43.7,2
31-03-2026,House of Leaves,Horror,54.89,1
31-03-2026,Horrible Bear!,Childrens,37.52,2
31-03-2026,Holidays on Ice,Humor,51.07,2
31-03-2026,Heir to the Sky,Fantasy,44.07,4
31-03-2026,Green Eggs and Ham (Beginner Books B-16),Childrens,10.79,4
31-03-2026,"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,42.72,1
31-03-2026,Gratitude,Nonfiction,26.66,5
31-03-2026,Gone Girl,Default,37.6,5
31-03-2026,Golden (Heart of Dread #3),Young Adult,42.21,4
31-03-2026,Girl in the Blue Coat,Historical Fiction,46.83,2
31-03-2026,"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,45.17,2
31-03-2026,"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,51.22,3
31-03-2026,Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,21.28,4
31-03-2026,Fifty Shades Freed (Fifty Shades #3),Adult Fiction,15.36,5
31-03-2026,Fellside,Default,38.62,1
31-03-2026,Extreme Prey (Lucas Davenport #26),Mystery,25.4,3
31-03-2026,Eragon (The Inheritance Cycle #1),Fantasy,43.87,3
31-03-2026,Eclipse (Twilight #3),Default,18.74,1
31-03-2026,Dune (Dune #1),Science Fiction,54.86,1
31-03-2026,Dracula,Default,52.62,3
31-03-2026,Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,51.48,1
31-03-2026,Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,15.28,5
31-03-2026,Dead Wake: The Last Crossing of the Lusitania,Default,39.24,5
31-03-2026,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,17.81,1
31-03-2026,Darkfever (Fever #1),Fantasy,56.02,1
31-03-2026,Dark Places,Default,23.9,5
31-03-2026,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,5
31-03-2026,Counting Thyme,Childrens,10.62,1
31-03-2026,Cosmos,Add a comment,36.17,2
31-03-2026,Civilization and Its Discontents,Psychology,59.95,2
31-03-2026,Cinder (The Lunar Chronicles #1),Young Adult,26.09,1
31-03-2026,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,37.35,2
31-03-2026,Career of Evil (Cormoran Strike #3),Mystery,24.72,2
31-03-2026,Breaking Dawn (Twilight #4),Default,35.28,5
31-03-2026,Brave Enough,Nonfiction,51.32,5
31-03-2026,Boy Meets Boy,Young Adult,21.12,3
31-03-2026,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,27.35,2
31-03-2026,Blink: The Power of Thinking Without Thinking,Nonfiction,21.74,5
31-03-2026,Black Flags: The Rise of ISIS,Nonfiction,40.87,1
31-03-2026,"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,49.31,1
31-03-2026,Big Little Lies,Fiction,22.11,1
31-03-2026,Between Shades of Gray,Historical Fiction,20.79,5
31-03-2026,Best of My Love (Fool's Gold #20),Romance,27.41,2
31-03-2026,Beowulf,Classics,38.35,2
31-03-2026,Beautiful Creatures (Caster Chronicles #1),Default,21.55,5
31-03-2026,Awkward,Sequential Art,38.02,2
31-03-2026,Ash,Fantasy,22.06,4
31-03-2026,Are We There Yet?,Childrens,10.66,3
31-03-2026,Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,56.58,1
31-03-2026,Annie on My Mind,Young Adult,36.83,5
31-03-2026,And Then There Were None,Classics,35.01,2
31-03-2026,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,30.48,4
31-03-2026,A Visit from the Goon Squad,Default,14.08,5
31-03-2026,A Storm of Swords (A Song of Ice and Fire #3),Fantasy,31.22,2
31-03-2026,A Heartbreaking Work of Staggering Genius,Autobiography,54.29,5
31-03-2026,8 Keys to Mental Health Through Exercise,Psychology,31.04,1
31-03-2026,#GIRLBOSS,Add a comment,50.96,1
31-03-2026,"The Suffragettes (Little Black Classics, #96)",Nonfiction,11.89,2
31-03-2026,The Sense of an Ending,Add a comment,31.38,3
31-03-2026,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.81,1
31-03-2026,The Course of Love,Fiction,16.78,3
31-03-2026,Sugar Rush (Offensive Line #2),Sports and Games,24.42,1
31-03-2026,"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,11.75,3
31-03-2026,"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,20.02,1
31-03-2026,New Moon (Twilight #2),Young Adult,12.86,4
31-03-2026,Life,Music,31.58,5
31-03-2026,Kindle Paperwhite User's Guide,Nonfiction,34.0,3
31-03-2026,H is for Hawk,Nonfiction,57.42,5
31-03-2026,Girl Online On Tour (Girl Online #2),Young Adult,53.47,1
31-03-2026,"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,11.64,5
31-03-2026,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,52.88,4
31-03-2026,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,18.51,4
31-03-2026,While You Were Mine,Historical Fiction,41.32,5
31-03-2026,Where Lightning Strikes (Bleeding Stars #3),Romance,39.77,3
31-03-2026,When I'm Gone,Fiction,51.96,3
31-03-2026,Ways of Seeing,Art,39.51,5
31-03-2026,"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,15.4,1
31-03-2026,Vampire Girl (Vampire Girl #1),Fantasy,53.82,2
31-03-2026,Twenty Love Poems and a Song of Despair,Poetry,30.95,4
31-03-2026,Travels with Charley: In Search of America,Nonfiction,57.82,5
31-03-2026,Three Wishes (River of Time: California #1),Science Fiction,44.18,2
31-03-2026,This One Moment (Pushing Limits #1),Romance,48.71,1
31-03-2026,The Zombie Room,Default,19.69,5
31-03-2026,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,36.52,2
31-03-2026,The Tumor,Nonfiction,41.56,5
31-03-2026,The Story of Hong Gildong,Classics,43.19,4
31-03-2026,The Silent Wife,Fiction,12.34,5
31-03-2026,The Silent Twin (Detective Jennifer Knight #3),Fantasy,36.25,3
31-03-2026,The Selfish Gene,Science,29.45,1
31-03-2026,The Secret Healer,Historical Fiction,34.56,3
31-03-2026,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,54.12,3
31-03-2026,The Republic,Add a comment,33.78,3
31-03-2026,The Odyssey,Add a comment,29.64,3
31-03-2026,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,57.7,4
31-03-2026,The Nicomachean Ethics,Philosophy,36.34,1
31-03-2026,The Name of the Wind (The Kingkiller Chronicle #1),Default,50.59,3
31-03-2026,The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,29.38,1
31-03-2026,The Little Prince,Classics,45.42,2
31-03-2026,The Light of the Fireflies,Add a comment,54.43,1
31-03-2026,The Last Girl (The Dominion Trilogy #1),Science Fiction,36.26,2
31-03-2026,The Iliad,Add a comment,16.16,1
31-03-2026,The Hook Up (Game On #1),New Adult,36.29,5
31-03-2026,The Haters,Young Adult,27.89,5
31-03-2026,The Girl You Lost,Mystery,12.29,5
31-03-2026,The Girl In The Ice (DCI Erika Foster #1),Mystery,15.85,3
31-03-2026,The End of the Jesus Era (An Investigation #1),Nonfiction,14.4,1
31-03-2026,The Edge of Reason (Bridget Jones #2),Womens Fiction,19.18,4
31-03-2026,The Complete Maus (Maus #1-2),Sequential Art,10.64,3
31-03-2026,The Communist Manifesto,Add a comment,14.76,3
31-03-2026,The Bhagavad Gita,Religion,57.49,3
31-03-2026,The Bette Davis Club,Fiction,30.66,3
31-03-2026,The Art of Not Breathing,Young Adult,40.83,4
31-03-2026,Taking Shots (Assassins #1),Default,18.88,2
31-03-2026,Starlark,Historical Fiction,25.83,3
31-03-2026,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,42.12,3
31-03-2026,Sister Sable (The Mad Queen #1),Fantasy,13.33,3
31-03-2026,Shatter Me (Shatter Me #1),Default,42.4,1
31-03-2026,Shameless,New Adult,58.35,3
31-03-2026,Shadow Rites (Jane Yellowrock #10),Fantasy,21.72,4
31-03-2026,Settling the Score (The Summer Games #1),Sports and Games,44.91,2
31-03-2026,Sense and Sensibility,Classics,37.46,1
31-03-2026,"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,28.48,1
31-03-2026,"Rhythm, Chord & Malykhin",Romance,28.34,2
31-03-2026,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,46.96,5
31-03-2026,Paradise Lost (Paradise #1),Default,24.96,1
31-03-2026,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,21.71,4
31-03-2026,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,29.87,3
31-03-2026,Origins (Alphas 0.5),Fantasy,28.99,1
31-03-2026,One Second (Seven #7),Fantasy,52.94,2
31-03-2026,On the Road (Duluoz Legend),Default,32.36,3
31-03-2026,Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,55.66,2
31-03-2026,Off Sides (Off #1),New Adult,39.45,5
31-03-2026,Of Mice and Men,Classics,47.11,2
31-03-2026,Myriad (Prentor #1),Fantasy,58.75,4
31-03-2026,My Perfect Mistake (Over the Top #1),Romance,38.92,2
31-03-2026,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,39.39,4
31-03-2026,Meditations,Philosophy,25.89,2
31-03-2026,Matilda,Childrens,28.34,1
31-03-2026,Lost Among the Living,Historical Fiction,27.7,4
31-03-2026,Lord of the Flies,Add a comment,24.89,3
31-03-2026,Listen to Me (Fusion #1),Romance,58.99,3
31-03-2026,Kitchens of the Great Midwest,Fiction,57.2,5
31-03-2026,Jane Eyre,Default,38.43,5
31-03-2026,Imperfect Harmony,Romance,34.74,4
31-03-2026,Icing (Aces Hockey #2),Sports and Games,40.44,4
31-03-2026,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,45.24,3
31-03-2026,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,34.96,4
31-03-2026,"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.76,4
31-03-2026,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,40.28,5
31-03-2026,Frankenstein,Default,38.0,2
31-03-2026,Forever Rockers (The Rocker #12),Music,28.8,3
31-03-2026,Fighting Fate (Fighting #6),Romance,39.24,3
31-03-2026,Emma,Classics,32.93,2
31-03-2026,"Eat, Pray, Love",Nonfiction,51.32,3
31-03-2026,Deep Under (Walker Security #1),Romance,47.09,5
31-03-2026,Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,28.42,4
31-03-2026,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,22.85,3
31-03-2026,Charity's Cross (Charles Towne Belles #4),Romance,41.24,1
31-03-2026,Bright Lines,Fiction,39.07,5
31-03-2026,Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,29.82,1
31-03-2026,Bounty (Colorado Mountain #7),Romance,37.26,4
31-03-2026,Blood Defense (Samantha Brinkman #1),Mystery,20.3,3
31-03-2026,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,34.65,5
31-03-2026,Beyond Good and Evil,Philosophy,43.38,1
31-03-2026,Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,55.53,1
31-03-2026,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,57.06,4
31-03-2026,A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,16.97,5
31-03-2026,1st to Die (Women's Murder Club #1),Mystery,53.98,1
31-03-2026,"1,000 Places to See Before You Die",Travel,26.08,5
2026-03-31,A Light in the Attic,Poetry,51.77,3
2026-03-31,Tipping the Velvet,Historical Fiction,53.74,1
2026-03-31,Soumission,Fiction,50.1,1
2026-03-31,Sharp Objects,Mystery,47.82,4
2026-03-31,Sapiens: A Brief History of Humankind,History,54.23,5
2026-03-31,The Requiem Red,Young Adult,22.65,1
2026-03-31,The Dirty Little Secrets of Getting Your Dream Job,Business,33.34,4
2026-03-31,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Default,17.93,3
2026-03-31,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Default,22.6,4
2026-03-31,The Black Maria,Poetry,52.15,1
2026-03-31,"Starving Hearts (Triangular Trade Trilogy, #1)",Default,13.99,2
2026-03-31,Shakespeare's Sonnets,Poetry,20.66,4
2026-03-31,Set Me Free,Young Adult,17.46,5
2026-03-31,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sequential Art,52.29,5
2026-03-31,Rip it Up and Start Again,Music,35.02,5
2026-03-31,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Music,57.25,3
2026-03-31,Olio,Poetry,23.88,1
2026-03-31,Mesaerion: The Best Science Fiction Stories 1800-1849,Science Fiction,37.59,1
2026-03-31,Libertarianism for Beginners,Politics,51.33,2
2026-03-31,It's Only the Himalayas,Travel,45.17,2
2026-03-31,In Her Wake,Thriller,12.84,1
2026-03-31,How Music Works,Music,37.32,2
2026-03-31,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Food and Drink,30.52,3
2026-03-31,Chase Me (Paris Nights #2),Romance,25.27,5
2026-03-31,Black Dust,Romance,34.53,5
2026-03-31,Birdsong: A Story in Pictures,Childrens,54.64,3
2026-03-31,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Default,22.5,3
2026-03-31,Aladdin and His Wonderful Lamp,Default,53.13,3
2026-03-31,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Nonfiction,40.3,5
2026-03-31,Wall and Piece,Art,44.18,4
2026-03-31,The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,5
2026-03-31,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,31.05,3
2026-03-31,The Elephant Tree,Thriller,23.82,5
2026-03-31,The Bear and the Piano,Childrens,36.89,1
2026-03-31,Sophie's World,Philosophy,15.94,5
2026-03-31,Penny Maybe,Default,33.29,3
2026-03-31,Maude (1883-1993):She Grew Up with the country,Default,18.02,2
2026-03-31,"In a Dark, Dark Wood",Mystery,19.63,1
2026-03-31,Behind Closed Doors,Thriller,52.22,4
2026-03-31,You can't bury them all: Poems,Poetry,33.63,2
2026-03-31,Slow States of Collapse: Poems,Poetry,57.31,3
2026-03-31,Reasons to Stay Alive,Nonfiction,26.41,2
2026-03-31,Private Paris (Private #10),Fiction,47.61,5
2026-03-31,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,23.11,5
2026-03-31,Without Borders (Wanderlove #1),New Adult,45.07,2
2026-03-31,When We Collided,Contemporary,31.77,1
2026-03-31,"We Love You, Charlie Freeman",Fiction,50.27,5
2026-03-31,Untitled Collection: Sabbath Poems 2014,Poetry,14.27,4
2026-03-31,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,44.18,4
2026-03-31,Unicorn Tracks,Fantasy,18.78,3
2026-03-31,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,25.52,1
2026-03-31,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,16.28,1
2026-03-31,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,3
2026-03-31,This One Summer,Sequential Art,19.49,4
2026-03-31,Thirst,Fiction,17.27,5
2026-03-31,The Torch Is Passed: A Harding Family Story,Add a comment,19.09,1
2026-03-31,The Secret of Dreadwillow Carse,Childrens,56.13,1
2026-03-31,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41,1
2026-03-31,The Past Never Ends,Mystery,56.5,4
2026-03-31,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,3
2026-03-31,The Nameless City (The Nameless City #1),Sequential Art,38.16,4
2026-03-31,The Murder That Never Was (Forensic Instincts #5),Fiction,54.11,3
2026-03-31,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,42.96,4
2026-03-31,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,23.89,4
2026-03-31,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,16.77,3
2026-03-31,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,20.59,5
2026-03-31,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13,1
2026-03-31,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06,1
2026-03-31,The Death of Humanity: and the Case for Life,Philosophy,58.11,4
2026-03-31,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,3
2026-03-31,The Art Forger,Add a comment,40.76,3
2026-03-31,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,19.73,1
2026-03-31,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,5
2026-03-31,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83,4
2026-03-31,Soul Reader,Default,39.58,2
2026-03-31,Security,Horror,39.25,2
2026-03-31,"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,25.02,3
2026-03-31,"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,51.04,2
2026-03-31,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,19.83,2
2026-03-31,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,50.4,3
2026-03-31,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,13.61,5
2026-03-31,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,13.34,5
2026-03-31,"Pop Gun War, Volume 1: Gift",Sequential Art,18.97,1
2026-03-31,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,36.28,2
2026-03-31,Patience,Sequential Art,10.16,3
2026-03-31,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,15.44,4
2026-03-31,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,48.41,1
2026-03-31,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35,1
2026-03-31,On a Midnight Clear,Add a comment,14.07,3
2026-03-31,Obsidian (Lux #1),Young Adult,14.86,2
2026-03-31,My Paris Kitchen: Recipes and Stories,Food and Drink,33.37,2
2026-03-31,Masks and Shadows,Fantasy,56.4,2
2026-03-31,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,14.02,4
2026-03-31,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,46.91,2
2026-03-31,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,45.61,3
2026-03-31,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,19.92,2
2026-03-31,"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,40.11,1
2026-03-31,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,53.9,2
2026-03-31,Join,Science Fiction,35.67,5
2026-03-31,In the Country We Love: My Family Divided,Nonfiction,22.0,4
